area_sqft,bhk,bathrooms,balconies,parking,age_years,floor,total_floors,property_type,furnishing,availability,location,amenities_score,distance_to_center_km,nearby_schools,nearby_hospitals,price
1779,4,5,0.0,2.0,0,5,15,Villa,Semi-Furnished,Under Construction,Electronic City,5.3,18.8,6.0,1,12680000
1292,4,4,3.0,1.0,1,3,3,Villa,Semi-Furnished,Ready to Move,Sarjapur Road,4.6,19.6,5.0,4,10600000
1061,2,2,1.0,0.0,0,10,10,Villa,Semi-Furnished,Under Construction,Indiranagar,7.6,1.9,3.0,2,17400000
1136,3,3,1.0,1.0,4,14,20,Apartment,Furnished,Under Construction,Electronic City,3.0,24.7,2.0,3,6590000
397,1,1,2.0,0.0,2,7,10,Independent House,Semi-Furnished,Ready to Move,Yelahanka,4.7,13.7,4.0,3,2210000
404,1,1,3.0,2.0,4,9,15,Apartment,Unfurnished,Ready to Move,HSR Layout,5.4,4.7,2.0,0,3900000
1568,3,3,2.0,2.0,3,12,15,Apartment,Furnished,Ready to Move,Koramangala,6.4,1.0,2.0,2,25970000
976,2,2,2.0,1.0,6,1,5,Apartment,Semi-Furnished,Under Construction,Marathahalli,5.3,12.6,4.0,3,6420000
3238,5,5,1.0,1.0,10,2,10,Apartment,Semi-Furnished,Ready to Move,Banashankari,6.3,12.7,1.0,2,29110000
623,1,1,0.0,2.0,5,2,7,Apartment,Unfurnished,Ready to Move,Electronic City,2.4,24.2,5.0,4,2870000
1831,4,5,1.0,0.0,0,1,5,Villa,Furnished,Ready to Move,Whitefield,5.1,21.3,4.0,4,21760000
1380,3,4,2.0,1.0,0,4,5,Apartment,Unfurnished,Under Construction,Electronic City,3.3,21.8,5.0,0,6560000
1795,4,4,1.0,2.0,1,4,10,Apartment,Semi-Furnished,Ready to Move,Jayanagar,5.8,2.6,2.0,1,24810000
1915,4,4,2.0,1.0,4,7,15,Independent House,Unfurnished,Ready to Move,Koramangala,9.8,1.2,3.0,3,34920000
1613,4,4,1.0,0.0,0,10,20,Apartment,Furnished,Under Construction,Marathahalli,3.0,12.3,2.0,1,13420000
1024,2,2,1.0,1.0,3,7,7,Apartment,Furnished,Under Construction,Banashankari,5.8,6.1,6.0,2,8970000
2430,4,4,1.0,2.0,17,1,7,Apartment,Semi-Furnished,Under Construction,Indiranagar,8.8,3.0,5.0,3,29940000
794,2,3,2.0,0.0,0,8,10,Independent House,Semi-Furnished,Under Construction,Electronic City,3.1,19.1,3.0,1,5030000
690,1,1,1.0,1.0,23,11,15,Apartment,Furnished,Under Construction,Electronic City,2.5,22.0,3.0,4,3050000
971,2,3,2.0,2.0,15,3,7,Apartment,Furnished,Under Construction,Whitefield,2.9,17.7,3.0,4,6520000
2096,4,5,1.0,2.0,14,2,7,Apartment,Furnished,Under Construction,Yelahanka,2.6,19.4,3.0,1,10820000
924,3,3,2.0,1.0,15,3,10,Villa,Furnished,Under Construction,Electronic City,2.6,25.4,4.0,2,6110000
1277,4,4,2.0,1.0,0,1,7,Villa,Semi-Furnished,Ready to Move,Electronic City,3.5,23.8,2.0,0,10550000
1440,3,3,0.0,1.0,1,15,15,Independent House,Semi-Furnished,Ready to Move,Marathahalli,2.2,15.5,4.0,2,11210000
1100,2,2,2.0,1.0,1,5,10,Apartment,Furnished,Ready to Move,Indiranagar,8.4,1.0,2.0,1,21360000
1731,4,4,2.0,1.0,0,5,5,Apartment,Furnished,Ready to Move,Marathahalli,4.6,20.9,2.0,3,14100000
733,1,2,2.0,2.0,3,4,5,Apartment,Furnished,Under Construction,Whitefield,3.3,19.2,5.0,2,5980000
2293,4,5,2.0,0.0,14,5,20,Apartment,Unfurnished,Ready to Move,Hebbal,6.1,14.4,5.0,2,17840000
777,2,3,1.0,0.0,2,1,5,Apartment,Semi-Furnished,Under Construction,Yelahanka,4.3,18.5,2.0,3,3380000
1408,3,3,0.0,1.0,2,2,3,Apartment,Semi-Furnished,Under Construction,Marathahalli,2.2,10.9,1.0,1,8260000
1420,2,2,1.0,1.0,9,10,15,Apartment,Furnished,Ready to Move,Banashankari,3.5,6.1,0.0,2,14020000
713,2,2,3.0,1.0,0,2,10,Villa,Unfurnished,Ready to Move,Koramangala,6.0,5.2,2.0,1,13600000
1050,2,2,0.0,2.0,3,1,10,Apartment,Furnished,Ready to Move,Indiranagar,9.3,1.0,2.0,2,19040000
888,2,2,2.0,1.0,2,2,10,Villa,Semi-Furnished,Ready to Move,Marathahalli,4.2,13.7,2.0,1,7390000
1084,2,3,2.0,1.0,15,25,25,Apartment,Semi-Furnished,Ready to Move,Marathahalli,1.6,6.8,1.0,2,6280000
1190,2,2,2.0,1.0,5,1,5,Apartment,Semi-Furnished,Ready to Move,Electronic City,2.4,22.0,3.0,2,6370000
1291,3,4,1.0,1.0,8,5,10,Apartment,Semi-Furnished,Under Construction,Electronic City,3.8,26.1,4.0,3,6010000
1713,3,4,1.0,1.0,1,4,10,Apartment,Semi-Furnished,Ready to Move,Koramangala,8.2,4.0,3.0,1,25380000
2021,3,3,1.0,1.0,21,1,3,Apartment,Furnished,Ready to Move,Electronic City,5.1,17.6,2.0,1,10900000
2026,4,5,0.0,0.0,3,2,7,Apartment,Semi-Furnished,Ready to Move,Koramangala,6.3,2.3,3.0,1,28630000
1619,3,3,0.0,1.0,9,6,15,Independent House,Semi-Furnished,Ready to Move,Sarjapur Road,3.7,19.8,8.0,2,12000000
1234,3,3,0.0,1.0,24,9,10,Villa,Semi-Furnished,Ready to Move,HSR Layout,4.8,10.5,3.0,1,14810000
1405,3,4,2.0,1.0,5,8,20,Apartment,Furnished,Ready to Move,Whitefield,4.5,21.4,4.0,1,11720000
916,2,2,1.0,1.0,5,10,10,Independent House,Semi-Furnished,Ready to Move,Jayanagar,6.4,5.5,2.0,1,11920000
1623,3,4,1.0,1.0,0,4,15,Villa,Semi-Furnished,Under Construction,Marathahalli,4.4,11.7,2.0,4,12900000
682,1,2,1.0,1.0,3,6,15,Villa,Furnished,Under Construction,Yelahanka,2.4,16.4,2.0,3,4080000
1956,4,5,1.0,2.0,15,9,10,Independent House,Semi-Furnished,Ready to Move,Marathahalli,5.1,14.2,2.0,1,18970000
1829,3,4,1.0,1.0,1,10,15,Apartment,Unfurnished,Under Construction,Electronic City,2.3,25.1,6.0,1,8160000
1240,2,2,1.0,1.0,19,10,10,Apartment,Furnished,Ready to Move,Hebbal,3.5,10.6,3.0,3,10970000
1637,3,3,2.0,0.0,8,4,10,Apartment,Semi-Furnished,Under Construction,Jayanagar,7.0,6.1,2.0,3,14950000
493,1,1,0.0,1.0,4,9,10,Apartment,Semi-Furnished,Ready to Move,Whitefield,7.1,19.6,5.0,2,3060000
833,2,2,3.0,2.0,6,4,5,Apartment,Semi-Furnished,Ready to Move,Jayanagar,4.4,12.8,5.0,3,9010000
460,1,1,0.0,1.0,1,8,15,Apartment,Furnished,Ready to Move,Yelahanka,1.3,13.7,1.0,0,2510000
1665,3,4,3.0,1.0,1,3,7,Independent House,Unfurnished,Under Construction,Electronic City,3.7,20.8,2.0,3,8650000
1060,3,3,2.0,1.0,2,9,10,Independent House,Unfurnished,Ready to Move,HSR Layout,8.0,7.1,3.0,3,11370000
2270,4,5,2.0,0.0,3,5,5,Independent House,Semi-Furnished,Under Construction,Koramangala,8.5,7.9,4.0,5,33770000
431,1,2,3.0,1.0,19,5,10,Independent House,Semi-Furnished,Ready to Move,Koramangala,7.1,8.1,4.0,2,5810000
1630,3,3,0.0,1.0,3,1,25,Independent House,Unfurnished,Ready to Move,Indiranagar,9.3,4.3,2.0,0,29280000
1404,3,3,1.0,1.0,5,11,15,Apartment,Semi-Furnished,Ready to Move,Marathahalli,4.8,17.6,3.0,2,9910000
1203,2,2,1.0,2.0,1,8,10,Apartment,Unfurnished,Under Construction,Whitefield,3.3,21.0,2.0,2,6840000
1719,3,3,1.0,1.0,10,5,10,Apartment,Furnished,Ready to Move,Yelahanka,4.2,18.1,5.0,5,10830000
707,1,1,1.0,1.0,6,5,10,Independent House,Semi-Furnished,Ready to Move,Sarjapur Road,3.6,15.0,4.0,6,5450000
1227,2,2,2.0,1.0,4,2,5,Apartment,Unfurnished,Under Construction,Marathahalli,1.4,14.5,2.0,0,6410000
1440,3,4,0.0,2.0,23,1,7,Villa,Unfurnished,Ready to Move,Hebbal,4.8,17.6,3.0,2,14610000
1075,3,3,1.0,1.0,17,6,7,Apartment,Furnished,Ready to Move,Whitefield,3.5,24.4,4.0,3,9000000
750,2,3,1.0,,8,11,20,Apartment,Furnished,Ready to Move,Indiranagar,10.0,7.4,2.0,3,14380000
553,2,3,2.0,1.0,20,2,7,Villa,Furnished,Ready to Move,Marathahalli,2.0,16.9,5.0,3,4830000
744,2,2,3.0,1.0,6,3,10,Apartment,Semi-Furnished,Ready to Move,Hebbal,4.3,19.3,3.0,1,6510000
963,2,2,1.0,0.0,14,7,20,Apartment,Furnished,Under Construction,Hebbal,5.4,14.4,2.0,1,8060000
843,2,3,1.0,0.0,4,2,10,Apartment,Semi-Furnished,Under Construction,HSR Layout,10.0,8.0,5.0,3,7960000
915,2,3,1.0,0.0,0,7,7,Apartment,Unfurnished,Under Construction,Yelahanka,5.9,19.6,1.0,2,4010000
1537,3,3,2.0,2.0,41,4,7,Villa,Semi-Furnished,Ready to Move,Koramangala,7.9,3.8,5.0,2,21260000
892,2,2,0.0,1.0,1,7,7,Apartment,Semi-Furnished,Ready to Move,Yelahanka,3.5,17.5,5.0,1,4430000
1085,3,3,3.0,1.0,2,11,15,Apartment,Unfurnished,Under Construction,Banashankari,5.6,8.4,3.0,1,6510000
1385,3,3,1.0,1.0,1,2,7,Apartment,Furnished,Under Construction,Koramangala,6.5,1.9,3.0,0,22370000
779,2,2,1.0,1.0,3,11,15,Independent House,Furnished,Ready to Move,Sarjapur Road,3.7,18.9,1.0,3,7280000
520,1,1,3.0,1.0,2,10,20,Apartment,Unfurnished,Ready to Move,Whitefield,6.4,22.9,0.0,1,3310000
2537,4,5,3.0,1.0,7,5,7,Villa,Furnished,Under Construction,Electronic City,3.5,24.2,5.0,1,18730000
520,1,1,2.0,0.0,45,2,5,Villa,Semi-Furnished,Ready to Move,Jayanagar,9.6,7.4,2.0,0,5130000
1286,2,2,0.0,1.0,0,9,10,Apartment,Semi-Furnished,Under Construction,Marathahalli,3.3,13.4,3.0,3,8150000
707,1,1,2.0,1.0,12,5,7,Independent House,Furnished,Ready to Move,Yelahanka,2.9,11.0,2.0,4,3690000
1237,3,4,1.0,1.0,1,9,10,Villa,Semi-Furnished,Ready to Move,Marathahalli,3.9,13.9,4.0,1,13060000
1088,3,3,1.0,1.0,0,6,10,Apartment,Semi-Furnished,Ready to Move,Indiranagar,6.7,6.7,0.0,5,16770000
2770,5,6,1.0,1.0,8,3,7,Apartment,Unfurnished,Under Construction,Hebbal,6.7,5.5,2.0,1,20290000
2461,4,4,1.0,1.0,16,20,20,Independent House,Semi-Furnished,Ready to Move,Banashankari,4.2,7.8,2.0,2,21130000
856,2,2,2.0,1.0,1,4,7,Independent House,Semi-Furnished,Under Construction,Whitefield,4.7,19.7,6.0,0,6040000
1122,2,2,1.0,0.0,3,1,7,Apartment,Semi-Furnished,Ready to Move,Banashankari,3.8,5.3,5.0,4,7100000
1179,2,3,3.0,1.0,1,4,20,Apartment,Semi-Furnished,Ready to Move,Whitefield,6.9,22.3,3.0,1,8990000
802,2,2,1.0,2.0,18,4,5,Independent House,Semi-Furnished,Ready to Move,Hebbal,6.8,14.8,0.0,3,6680000
821,2,3,0.0,2.0,2,5,5,Villa,Semi-Furnished,Ready to Move,HSR Layout,6.4,15.4,2.0,0,12900000
1085,2,3,2.0,2.0,4,12,20,Independent House,Semi-Furnished,Ready to Move,Koramangala,6.2,3.9,0.0,3,17850000
978,2,3,2.0,0.0,18,1,5,Apartment,Unfurnished,Ready to Move,Indiranagar,9.8,8.9,1.0,2,11290000
819,2,2,3.0,1.0,6,5,5,Villa,Unfurnished,Ready to Move,Marathahalli,5.6,11.5,3.0,1,6350000
883,2,3,2.0,1.0,21,9,10,Apartment,Semi-Furnished,Under Construction,Electronic City,1.9,20.9,6.0,2,3860000
2760,5,5,1.0,1.0,20,2,3,Apartment,Unfurnished,Under Construction,Whitefield,4.1,22.0,5.0,2,16030000
961,3,3,3.0,0.0,4,4,10,Villa,Unfurnished,Ready to Move,Marathahalli,4.1,12.0,1.0,2,8600000
3228,5,5,3.0,1.0,6,8,10,Independent House,Unfurnished,Ready to Move,Yelahanka,4.6,15.5,2.0,1,18160000
859,2,3,1.0,1.0,2,9,10,Apartment,Unfurnished,Under Construction,Electronic City,3.1,24.5,0.0,1,4510000
620,3,3,2.0,1.0,37,1,7,Apartment,Semi-Furnished,Ready to Move,HSR Layout,7.8,10.0,2.0,0,5760000
945,2,2,2.0,2.0,2,8,20,Villa,Semi-Furnished,Ready to Move,Indiranagar,7.5,2.2,3.0,3,21350000
809,2,2,1.0,1.0,12,5,7,Apartment,Unfurnished,Ready to Move,Whitefield,2.8,18.2,2.0,2,4830000
1270,2,2,3.0,0.0,3,10,10,Independent House,Unfurnished,Under Construction,Hebbal,7.7,11.2,5.0,1,10660000
1765,4,4,0.0,0.0,3,18,20,Independent House,Unfurnished,Ready to Move,Hebbal,3.0,13.8,2.0,4,17350000
2185,5,5,2.0,2.0,0,4,7,Apartment,Semi-Furnished,Ready to Move,Marathahalli,2.9,13.0,3.0,2,16740000
605,1,1,1.0,1.0,6,3,5,Independent House,Furnished,Ready to Move,Electronic City,4.5,14.7,2.0,0,3980000
824,2,2,1.0,0.0,2,3,3,Independent House,Unfurnished,Under Construction,Hebbal,4.2,14.4,3.0,1,6220000
801,2,3,2.0,1.0,1,5,25,Independent House,Semi-Furnished,Under Construction,Jayanagar,5.8,7.9,5.0,3,8300000
1046,2,2,1.0,1.0,2,15,15,Villa,Unfurnished,Ready to Move,Hebbal,4.7,8.8,5.0,5,10010000
752,2,2,1.0,1.0,2,5,20,Independent House,Unfurnished,Under Construction,Marathahalli,0.8,10.6,5.0,1,4420000
673,2,2,3.0,2.0,5,6,10,Apartment,Semi-Furnished,Ready to Move,Hebbal,6.7,16.1,1.0,1,6100000
1883,3,4,2.0,1.0,3,4,7,Apartment,Semi-Furnished,Ready to Move,Marathahalli,4.3,13.3,4.0,4,13800000
1060,2,2,2.0,0.0,0,2,5,Independent House,Unfurnished,Ready to Move,Electronic City,2.1,24.3,4.0,4,5300000
899,2,2,1.0,2.0,6,8,20,Apartment,Unfurnished,Ready to Move,Banashankari,2.1,5.9,1.0,4,6990000
549,1,1,1.0,1.0,12,1,10,Apartment,Unfurnished,Under Construction,Jayanagar,4.6,8.0,1.0,0,3780000
1046,2,3,2.0,1.0,6,3,7,Independent House,Furnished,Ready to Move,Marathahalli,1.6,11.2,3.0,1,7870000
3345,5,5,2.0,1.0,29,7,10,Independent House,Semi-Furnished,Ready to Move,HSR Layout,6.7,11.3,2.0,4,40940000
806,2,2,1.0,2.0,0,3,5,Apartment,Unfurnished,Ready to Move,Marathahalli,4.4,15.1,4.0,1,5690000
2146,4,4,2.0,0.0,13,1,7,Independent House,Furnished,Under Construction,Marathahalli,4.9,7.8,2.0,3,17030000
1797,4,4,0.0,1.0,5,10,10,Villa,Unfurnished,Ready to Move,Koramangala,9.1,4.4,2.0,1,33930000
2694,5,5,0.0,0.0,5,2,5,Apartment,Unfurnished,Under Construction,Whitefield,5.3,17.8,2.0,3,18180000
1444,3,4,1.0,2.0,5,4,5,Independent House,Unfurnished,Ready to Move,Marathahalli,6.3,17.3,6.0,3,11190000
1398,3,3,1.0,1.0,3,4,10,Apartment,Unfurnished,Ready to Move,Sarjapur Road,5.5,18.7,2.0,2,8490000
2294,4,5,0.0,1.0,3,7,10,Apartment,Unfurnished,Under Construction,Jayanagar,8.1,5.3,3.0,0,22620000
603,1,1,2.0,1.0,7,5,5,Apartment,Furnished,Under Construction,HSR Layout,6.7,14.6,1.0,5,6160000
977,3,3,1.0,1.0,0,3,3,Apartment,Furnished,Ready to Move,Marathahalli,5.1,8.3,3.0,5,8940000
2039,5,5,2.0,2.0,7,5,25,Apartment,Semi-Furnished,Ready to Move,Whitefield,3.7,25.8,3.0,0,18430000
1296,3,3,2.0,1.0,10,3,3,Independent House,Semi-Furnished,Under Construction,Indiranagar,8.3,10.6,4.0,1,19700000
3824,5,6,2.0,2.0,3,3,3,Independent House,Semi-Furnished,Ready to Move,Koramangala,10.0,2.8,2.0,5,70440000
1161,3,3,1.0,1.0,1,2,7,Apartment,Semi-Furnished,Ready to Move,Koramangala,7.2,6.7,2.0,2,20710000
1916,4,5,1.0,0.0,1,5,5,Independent House,Furnished,Ready to Move,HSR Layout,5.4,11.5,7.0,2,31010000
1249,3,4,2.0,2.0,0,1,10,Apartment,Semi-Furnished,Ready to Move,Electronic City,2.8,14.5,2.0,2,6490000
1244,3,3,1.0,1.0,0,18,20,Apartment,Unfurnished,Ready to Move,Whitefield,3.5,19.7,2.0,0,8560000
1449,3,4,2.0,1.0,1,6,10,Independent House,Unfurnished,Ready to Move,Electronic City,2.6,18.2,2.0,3,7400000
2560,4,4,1.0,2.0,0,6,15,Apartment,Furnished,Ready to Move,Jayanagar,7.0,1.9,2.0,2,39900000
2182,4,4,1.0,1.0,2,11,20,Apartment,Unfurnished,Under Construction,Indiranagar,9.1,4.1,5.0,2,29780000
1678,4,5,2.0,0.0,2,1,5,Villa,Furnished,Ready to Move,Electronic City,4.7,21.2,4.0,4,15550000
2170,3,3,3.0,2.0,42,6,10,Apartment,Semi-Furnished,Under Construction,Hebbal,8.3,15.6,0.0,2,11960000
964,2,2,0.0,1.0,38,1,10,Independent House,Semi-Furnished,Under Construction,Koramangala,7.4,1.7,4.0,0,9770000
486,1,2,0.0,1.0,1,4,7,Apartment,Unfurnished,Under Construction,Jayanagar,6.6,4.8,1.0,1,4490000
2564,4,5,2.0,1.0,1,7,15,Apartment,Semi-Furnished,Ready to Move,Whitefield,1.6,24.1,3.0,1,22050000
1268,3,3,0.0,1.0,5,12,15,Apartment,Semi-Furnished,Ready to Move,Whitefield,2.4,19.4,7.0,1,9390000
1265,2,3,0.0,1.0,1,3,7,Apartment,Semi-Furnished,Ready to Move,Marathahalli,3.8,12.5,2.0,1,8850000
784,2,2,1.0,1.0,5,2,3,Apartment,Semi-Furnished,Ready to Move,Jayanagar,7.4,8.6,3.0,0,9570000
2572,4,5,1.0,1.0,4,3,3,Apartment,Semi-Furnished,Under Construction,Yelahanka,3.7,17.6,2.0,1,13960000
2080,4,4,2.0,2.0,3,3,7,Independent House,Semi-Furnished,Ready to Move,Jayanagar,7.6,6.3,0.0,2,30700000
2516,4,5,1.0,1.0,13,1,3,Independent House,Furnished,Under Construction,Banashankari,6.6,10.8,4.0,1,27590000
1932,3,3,,1.0,14,8,15,Apartment,Furnished,Ready to Move,Whitefield,6.9,16.3,4.0,2,17160000
734,2,3,2.0,2.0,35,6,7,Apartment,Furnished,Ready to Move,Whitefield,4.0,18.3,2.0,0,4760000
1192,2,3,3.0,1.0,2,2,10,Apartment,Semi-Furnished,Ready to Move,Whitefield,3.1,26.0,0.0,4,8550000
395,1,1,1.0,1.0,17,3,7,Independent House,Unfurnished,Ready to Move,Koramangala,9.0,1.0,3.0,2,5030000
1581,4,4,0.0,1.0,6,12,15,Independent House,Unfurnished,Ready to Move,Jayanagar,8.1,4.0,4.0,2,19180000
461,1,2,3.0,1.0,7,15,20,Apartment,Semi-Furnished,Ready to Move,Marathahalli,4.2,10.4,1.0,4,2720000
1541,3,4,0.0,1.0,18,6,15,Villa,Semi-Furnished,Under Construction,Whitefield,4.1,20.2,5.0,1,10830000
1409,3,3,2.0,1.0,22,7,10,Apartment,Semi-Furnished,Under Construction,Yelahanka,2.2,17.8,3.0,1,5740000
1353,3,3,0.0,1.0,10,3,3,Apartment,Semi-Furnished,Ready to Move,Hebbal,4.9,15.3,2.0,3,11490000
2058,4,5,2.0,0.0,3,6,7,Apartment,Furnished,Ready to Move,HSR Layout,7.4,8.8,0.0,5,29240000
615,1,1,3.0,2.0,5,6,7,Apartment,Unfurnished,Ready to Move,Whitefield,3.3,17.2,3.0,3,4220000
1587,3,3,1.0,2.0,7,7,25,Apartment,Furnished,Ready to Move,Koramangala,6.8,1.0,3.0,4,28140000
670,1,2,1.0,1.0,14,8,10,Apartment,Semi-Furnished,Ready to Move,Koramangala,8.9,4.1,3.0,1,7040000
750,1,1,1.0,0.0,8,4,10,Villa,Unfurnished,Ready to Move,Koramangala,6.7,10.4,4.0,2,10660000
945,2,2,1.0,1.0,3,5,15,Apartment,Furnished,Ready to Move,Jayanagar,6.9,4.2,3.0,2,11120000
492,1,1,1.0,1.0,4,6,10,Apartment,Furnished,Ready to Move,HSR Layout,6.5,9.8,5.0,0,5570000
1571,3,4,2.0,2.0,0,1,10,Apartment,Furnished,Under Construction,Electronic City,3.3,22.4,2.0,3,7970000
1079,3,3,1.0,1.0,20,4,5,Apartment,Furnished,Ready to Move,Banashankari,3.7,6.7,3.0,1,9570000
475,1,2,1.0,0.0,0,1,3,Apartment,Furnished,Ready to Move,Sarjapur Road,6.3,22.3,2.0,2,2790000
659,1,2,1.0,2.0,6,3,15,Apartment,Semi-Furnished,Under Construction,Yelahanka,3.6,19.6,2.0,3,2510000
1365,3,3,1.0,1.0,16,2,15,Apartment,Semi-Furnished,Under Construction,Koramangala,7.2,6.5,0.0,2,14220000
1516,4,5,0.0,1.0,4,3,7,Apartment,Unfurnished,Under Construction,Electronic City,3.8,24.9,4.0,0,7860000
666,2,2,2.0,0.0,12,7,10,Apartment,Unfurnished,Ready to Move,Jayanagar,9.4,3.9,3.0,2,6500000
1413,3,4,2.0,2.0,13,3,7,Apartment,Semi-Furnished,Under Construction,Whitefield,4.5,16.6,1.0,4,8550000
1719,3,3,1.0,0.0,0,4,10,Villa,Semi-Furnished,Under Construction,Whitefield,6.6,18.0,1.0,2,14110000
1715,3,4,1.0,1.0,4,4,5,Independent House,Semi-Furnished,Under Construction,Marathahalli,2.3,14.8,5.0,1,12510000
971,2,2,2.0,1.0,9,10,15,Apartment,Semi-Furnished,Ready to Move,Marathahalli,2.7,13.0,3.0,1,5350000
1962,3,3,1.0,2.0,4,9,10,Apartment,Furnished,Ready to Move,Electronic City,0.1,23.7,3.0,1,12420000
1370,3,4,0.0,0.0,6,7,10,Apartment,Semi-Furnished,Under Construction,Indiranagar,10.0,5.3,3.0,3,21270000
1361,3,3,2.0,1.0,7,1,3,Apartment,Furnished,Ready to Move,Electronic City,0.8,18.0,1.0,1,9280000
681,3,4,1.0,0.0,1,1,10,Apartment,Furnished,Ready to Move,Whitefield,4.6,23.7,2.0,1,5180000
2549,5,5,1.0,2.0,4,3,5,Apartment,Semi-Furnished,Ready to Move,Electronic City,5.9,20.5,1.0,2,19010000
1111,2,2,3.0,1.0,0,2,7,Apartment,Unfurnished,Ready to Move,Koramangala,9.5,6.4,4.0,2,14400000
3675,5,6,1.0,1.0,1,3,7,Independent House,Unfurnished,Ready to Move,Whitefield,4.9,17.5,1.0,2,35440000
1167,3,3,3.0,0.0,5,2,7,Apartment,Semi-Furnished,Ready to Move,Banashankari,6.6,5.4,2.0,1,9650000
1529,3,4,1.0,1.0,6,5,5,Apartment,Semi-Furnished,Under Construction,Marathahalli,3.0,11.2,1.0,0,9260000
665,1,1,2.0,1.0,1,6,20,Apartment,Semi-Furnished,Ready to Move,Sarjapur Road,4.4,13.7,2.0,2,4010000
952,2,2,1.0,1.0,11,6,7,Independent House,Furnished,Ready to Move,Electronic City,3.2,17.8,2.0,1,7340000
760,3,4,0.0,2.0,3,1,10,Independent House,Semi-Furnished,Under Construction,Electronic City,3.1,23.1,4.0,3,5320000
1469,3,3,2.0,0.0,20,5,10,Apartment,Semi-Furnished,Ready to Move,HSR Layout,6.6,7.2,3.0,2,14440000
633,1,1,2.0,1.0,3,4,10,Independent House,Furnished,Ready to Move,Whitefield,6.1,21.0,4.0,2,5640000
1134,3,4,1.0,2.0,1,4,10,Apartment,Semi-Furnished,Ready to Move,Koramangala,10.0,4.3,3.0,1,17650000
522,1,1,2.0,2.0,11,14,15,Independent House,Unfurnished,Ready to Move,Hebbal,4.6,14.6,4.0,1,5000000
2152,5,5,1.0,1.0,6,14,15,Independent House,Unfurnished,Under Construction,Marathahalli,2.4,10.9,4.0,1,15690000
971,4,5,2.0,1.0,3,4,7,Apartment,Unfurnished,Under Construction,Jayanagar,5.4,9.2,3.0,1,10250000
662,1,2,2.0,1.0,3,7,10,Villa,Furnished,Ready to Move,Indiranagar,10.0,2.3,3.0,2,15050000
1998,4,4,0.0,0.0,1,5,5,Apartment,Semi-Furnished,Ready to Move,Yelahanka,5.2,7.8,7.0,1,12110000
2639,4,4,1.0,0.0,3,3,3,Apartment,Semi-Furnished,Ready to Move,Whitefield,2.7,20.6,4.0,1,20340000
1112,2,3,1.0,1.0,0,1,10,Apartment,Semi-Furnished,Ready to Move,HSR Layout,8.8,7.4,5.0,0,12880000
1300,3,3,3.0,2.0,5,15,20,Villa,Semi-Furnished,Ready to Move,Electronic City,2.3,26.5,1.0,1,9320000
934,2,2,1.0,0.0,18,9,10,Apartment,Semi-Furnished,Under Construction,Hebbal,6.0,12.9,3.0,3,5480000
1558,3,4,2.0,0.0,12,8,10,Apartment,Furnished,Ready to Move,Banashankari,3.6,7.7,2.0,1,12420000
1133,2,2,0.0,1.0,0,2,5,Villa,Semi-Furnished,Ready to Move,HSR Layout,9.6,10.6,3.0,2,18950000
1011,2,2,2.0,1.0,17,2,10,Apartment,Furnished,Ready to Move,Yelahanka,2.1,14.5,4.0,0,4540000
1160,2,3,2.0,1.0,4,3,7,Apartment,Furnished,Ready to Move,Hebbal,3.4,17.1,2.0,1,12890000
893,2,3,2.0,1.0,1,6,15,Apartment,Unfurnished,Ready to Move,HSR Layout,5.6,8.4,2.0,2,9470000
1601,4,5,3.0,0.0,11,4,5,Apartment,Semi-Furnished,Ready to Move,Electronic City,7.3,23.4,4.0,2,10150000
937,2,2,0.0,1.0,3,3,10,Apartment,Furnished,Under Construction,Electronic City,3.7,19.5,4.0,0,4700000
988,2,2,1.0,2.0,2,14,20,Apartment,Furnished,Ready to Move,Banashankari,3.1,8.0,2.0,3,8920000
1519,4,5,3.0,1.0,1,20,20,Independent House,Unfurnished,Ready to Move,Koramangala,6.8,1.0,4.0,3,25440000
1025,3,3,1.0,2.0,5,3,20,Villa,Unfurnished,Ready to Move,Hebbal,2.4,12.7,0.0,2,10770000
1525,3,4,2.0,1.0,0,3,7,Apartment,Semi-Furnished,Under Construction,Electronic City,4.1,22.2,3.0,1,8940000
2572,5,5,2.0,2.0,12,3,20,Apartment,Unfurnished,Ready to Move,Sarjapur Road,1.8,19.6,0.0,2,14620000
1933,4,5,2.0,1.0,5,15,15,Apartment,Unfurnished,Under Construction,Indiranagar,10.0,6.4,1.0,2,28130000
881,2,2,1.0,2.0,4,20,20,Villa,Unfurnished,Ready to Move,Marathahalli,5.2,14.1,2.0,3,7890000
1825,3,3,1.0,1.0,0,12,20,Apartment,Unfurnished,Under Construction,Hebbal,4.8,18.1,7.0,2,13460000
3506,5,5,2.0,1.0,13,10,20,Apartment,Semi-Furnished,Ready to Move,Hebbal,6.9,11.9,3.0,1,31980000
714,2,3,1.0,1.0,5,4,5,Independent House,Furnished,Ready to Move,Hebbal,6.4,12.1,4.0,3,7190000
848,2,2,2.0,1.0,4,2,5,Apartment,Unfurnished,Under Construction,Whitefield,4.6,19.7,1.0,5,4960000
1111,2,3,1.0,0.0,11,8,10,Apartment,Semi-Furnished,Ready to Move,Sarjapur Road,2.5,18.6,3.0,1,6680000
1064,2,2,,2.0,0,4,10,Independent House,Semi-Furnished,Ready to Move,Koramangala,8.6,3.1,4.0,2,17520000
