area_sqft,bhk,bathrooms,balconies,parking,age_years,floor,total_floors,property_type,furnishing,availability,location,amenities_score,distance_to_center_km,nearby_schools,nearby_hospitals,price,property_type_encoded,furnishing_encoded,availability_encoded,location_encoded
1024.0,2,2,1,1,3,7,7,Apartment,Furnished,Under Construction,Banashankari,5.8,6.1,6,2,8970000,0,0,1,0
2430.0,4,4,1,1,17,1,7,Apartment,Semi-Furnished,Under Construction,Indiranagar,8.8,3.0,5,3,29940000,0,1,1,4
794.0,2,3,2,1,0,8,10,Independent House,Semi-Furnished,Under Construction,Electronic City,3.1,19.1,3,1,5030000,1,1,1,1
690.0,1,1,1,1,23,11,15,Apartment,Furnished,Under Construction,Electronic City,2.5,22.0,3,4,3050000,0,0,1,1
971.0,2,3,2,1,15,3,7,Apartment,Furnished,Under Construction,Whitefield,2.9,17.7,3,4,6520000,0,0,1,9
2096.0,4,5,1,1,14,2,7,Apartment,Furnished,Under Construction,Yelahanka,2.6,19.4,3,1,10820000,0,0,1,10
924.0,3,3,2,1,15,3,10,Villa,Furnished,Under Construction,Electronic City,2.6,25.4,4,2,6110000,2,0,1,1
1277.0,4,4,2,1,0,1,7,Villa,Semi-Furnished,Ready to Move,Electronic City,3.5,23.8,2,0,10550000,2,1,0,1
1440.0,3,3,0,1,1,14,15,Independent House,Semi-Furnished,Ready to Move,Marathahalli,2.2,15.5,4,2,11210000,1,1,0,7
1100.0,2,2,2,1,1,5,10,Apartment,Furnished,Ready to Move,Indiranagar,8.4,1.0,2,1,21360000,0,0,0,4
1731.0,4,4,2,1,0,5,5,Apartment,Furnished,Ready to Move,Marathahalli,4.6,20.9,2,3,14100000,0,0,0,7
733.0,1,2,2,1,3,4,5,Apartment,Furnished,Under Construction,Whitefield,3.3,19.2,5,2,5980000,0,0,1,9
2293.0,4,5,2,1,14,5,20,Apartment,Unfurnished,Ready to Move,Hebbal,6.1,14.4,5,2,17840000,0,2,0,3
777.0,2,3,1,1,2,1,5,Apartment,Semi-Furnished,Under Construction,Yelahanka,4.3,18.5,2,3,3380000,0,1,1,10
1408.0,3,3,0,1,2,2,3,Apartment,Semi-Furnished,Under Construction,Marathahalli,2.2,10.9,1,1,8260000,0,1,1,7
1420.0,2,2,1,1,9,10,15,Apartment,Furnished,Ready to Move,Banashankari,3.5,6.1,0,2,14020000,0,0,0,0
713.0,2,2,3,1,0,2,10,Villa,Unfurnished,Ready to Move,Koramangala,6.0,5.2,2,1,13600000,2,2,0,6
1050.0,2,2,0,1,3,1,10,Apartment,Furnished,Ready to Move,Indiranagar,9.3,1.0,2,2,19040000,0,0,0,4
888.0,2,2,2,1,2,2,10,Villa,Semi-Furnished,Ready to Move,Marathahalli,4.2,13.7,2,1,7390000,2,1,0,7
1084.0,2,3,2,1,15,14,25,Apartment,Semi-Furnished,Ready to Move,Marathahalli,1.6,6.8,1,2,6280000,0,1,0,7
1190.0,2,2,2,1,5,1,5,Apartment,Semi-Furnished,Ready to Move,Electronic City,2.4,22.0,3,2,6370000,0,1,0,1
1291.0,3,4,1,1,8,5,10,Apartment,Semi-Furnished,Under Construction,Electronic City,3.8,26.1,4,3,6010000,0,1,1,1
1713.0,3,4,1,1,1,4,10,Apartment,Semi-Furnished,Ready to Move,Koramangala,8.2,4.0,3,1,25380000,0,1,0,6
2021.0,3,3,1,1,21,1,3,Apartment,Furnished,Ready to Move,Electronic City,5.1,17.6,2,1,10900000,0,0,0,1
2026.0,4,5,0,1,3,2,7,Apartment,Semi-Furnished,Ready to Move,Koramangala,6.3,2.3,3,1,28630000,0,1,0,6
1619.0,3,3,0,1,9,6,15,Independent House,Semi-Furnished,Ready to Move,Sarjapur Road,3.7,19.8,7,2,12000000,1,1,0,8
1234.0,3,3,0,1,24,9,10,Villa,Semi-Furnished,Ready to Move,HSR Layout,4.8,10.5,3,1,14810000,2,1,0,2
1405.0,3,4,2,1,5,8,20,Apartment,Furnished,Ready to Move,Whitefield,4.5,21.4,4,1,11720000,0,0,0,9
916.0,2,2,1,1,5,10,10,Independent House,Semi-Furnished,Ready to Move,Jayanagar,6.4,5.5,2,1,11920000,1,1,0,5
1623.0,3,4,1,1,0,4,15,Villa,Semi-Furnished,Under Construction,Marathahalli,4.4,11.7,2,4,12900000,2,1,1,7
682.0,1,2,1,1,3,6,15,Villa,Furnished,Under Construction,Yelahanka,2.4,16.4,2,3,4080000,2,0,1,10
1956.0,4,5,1,1,15,9,10,Independent House,Semi-Furnished,Ready to Move,Marathahalli,5.1,14.2,2,1,18970000,1,1,0,7
1829.0,3,4,1,1,1,10,15,Apartment,Unfurnished,Under Construction,Electronic City,2.3,25.1,6,1,8160000,0,2,1,1
1240.0,2,2,1,1,19,10,10,Apartment,Furnished,Ready to Move,Hebbal,3.5,10.6,3,3,10970000,0,0,0,3
1637.0,3,3,2,1,8,4,10,Apartment,Semi-Furnished,Under Construction,Jayanagar,7.0,6.1,2,3,14950000,0,1,1,5
493.0,1,1,0,1,4,9,10,Apartment,Semi-Furnished,Ready to Move,Whitefield,7.1,19.6,5,2,3060000,0,1,0,9
833.0,2,2,3,1,6,4,5,Apartment,Semi-Furnished,Ready to Move,Jayanagar,4.4,12.8,5,3,9010000,0,1,0,5
460.0,1,1,0,1,1,8,15,Apartment,Furnished,Ready to Move,Yelahanka,1.3,13.7,1,0,2510000,0,0,0,10
1665.0,3,4,3,1,1,3,7,Independent House,Unfurnished,Under Construction,Electronic City,3.7,20.8,2,3,8650000,1,2,1,1
1060.0,3,3,2,1,2,9,10,Independent House,Unfurnished,Ready to Move,HSR Layout,8.0,7.1,3,3,11370000,1,2,0,2
2270.0,4,5,2,1,3,5,5,Independent House,Semi-Furnished,Under Construction,Koramangala,8.5,7.9,4,5,33770000,1,1,1,6
431.0,1,2,3,1,19,5,10,Independent House,Semi-Furnished,Ready to Move,Koramangala,7.1,8.1,4,2,5810000,1,1,0,6
1630.0,3,3,0,1,3,1,25,Independent House,Unfurnished,Ready to Move,Indiranagar,9.3,4.3,2,0,29280000,1,2,0,4
1404.0,3,3,1,1,5,11,15,Apartment,Semi-Furnished,Ready to Move,Marathahalli,4.8,17.6,3,2,9910000,0,1,0,7
1203.0,2,2,1,1,1,8,10,Apartment,Unfurnished,Under Construction,Whitefield,3.3,21.0,2,2,6840000,0,2,1,9
1719.0,3,3,1,1,10,5,10,Apartment,Furnished,Ready to Move,Yelahanka,4.2,18.1,5,5,10830000,0,0,0,10
707.0,1,1,1,1,6,5,10,Independent House,Semi-Furnished,Ready to Move,Sarjapur Road,3.6,15.0,4,6,5450000,1,1,0,8
1227.0,2,2,2,1,4,2,5,Apartment,Unfurnished,Under Construction,Marathahalli,1.4,14.5,2,0,6410000,0,2,1,7
1440.0,3,4,0,1,23,1,7,Villa,Unfurnished,Ready to Move,Hebbal,4.8,17.6,3,2,14610000,2,2,0,3
1075.0,3,3,1,1,17,6,7,Apartment,Furnished,Ready to Move,Whitefield,3.5,24.4,4,3,9000000,0,0,0,9
750.0,2,3,1,1,8,11,20,Apartment,Furnished,Ready to Move,Indiranagar,10.0,7.4,2,3,14380000,0,0,0,4
553.0,2,3,2,1,20,2,7,Villa,Furnished,Ready to Move,Marathahalli,2.0,16.9,5,3,4830000,2,0,0,7
744.0,2,2,3,1,6,3,10,Apartment,Semi-Furnished,Ready to Move,Hebbal,4.3,19.3,3,1,6510000,0,1,0,3
963.0,2,2,1,1,14,7,20,Apartment,Furnished,Under Construction,Hebbal,5.4,14.4,2,1,8060000,0,0,1,3
843.0,2,3,1,1,4,2,10,Apartment,Semi-Furnished,Under Construction,HSR Layout,10.0,8.0,5,3,7960000,0,1,1,2
915.0,2,3,1,1,0,7,7,Apartment,Unfurnished,Under Construction,Yelahanka,5.9,19.6,1,2,4010000,0,2,1,10
1537.0,3,3,2,1,24,4,7,Villa,Semi-Furnished,Ready to Move,Koramangala,7.9,3.8,5,2,21260000,2,1,0,6
892.0,2,2,0,1,1,7,7,Apartment,Semi-Furnished,Ready to Move,Yelahanka,3.5,17.5,5,1,4430000,0,1,0,10
1085.0,3,3,3,1,2,11,15,Apartment,Unfurnished,Under Construction,Banashankari,5.6,8.4,3,1,6510000,0,2,1,0
1385.0,3,3,1,1,1,2,7,Apartment,Furnished,Under Construction,Koramangala,6.5,1.9,3,0,22370000,0,0,1,6
779.0,2,2,1,1,3,11,15,Independent House,Furnished,Ready to Move,Sarjapur Road,3.7,18.9,1,3,7280000,1,0,0,8
520.0,1,1,3,1,2,10,20,Apartment,Unfurnished,Ready to Move,Whitefield,6.4,22.9,0,1,3310000,0,2,0,9
2537.0,4,5,3,1,7,5,7,Villa,Furnished,Under Construction,Electronic City,3.5,24.2,5,1,18730000,2,0,1,1
520.0,1,1,2,1,24,2,5,Villa,Semi-Furnished,Ready to Move,Jayanagar,9.6,7.4,2,0,5130000,2,1,0,5
1286.0,2,2,0,1,0,9,10,Apartment,Semi-Furnished,Under Construction,Marathahalli,3.3,13.4,3,3,8150000,0,1,1,7
707.0,1,1,2,1,12,5,7,Independent House,Furnished,Ready to Move,Yelahanka,2.9,11.0,2,4,3690000,1,0,0,10
1237.0,3,4,1,1,1,9,10,Villa,Semi-Furnished,Ready to Move,Marathahalli,3.9,13.9,4,1,13060000,2,1,0,7
1088.0,3,3,1,1,0,6,10,Apartment,Semi-Furnished,Ready to Move,Indiranagar,6.7,6.7,0,5,16770000,0,1,0,4
2712.875,4,6,1,1,8,3,7,Apartment,Unfurnished,Under Construction,Hebbal,6.7,5.5,2,1,20290000,0,2,1,3
2461.0,4,4,1,1,16,14,20,Independent House,Semi-Furnished,Ready to Move,Banashankari,4.2,7.8,2,2,21130000,1,1,0,0
856.0,2,2,2,1,1,4,7,Independent House,Semi-Furnished,Under Construction,Whitefield,4.7,19.7,6,0,6040000,1,1,1,9
1122.0,2,2,1,1,3,1,7,Apartment,Semi-Furnished,Ready to Move,Banashankari,3.8,5.3,5,4,7100000,0,1,0,0
1179.0,2,3,3,1,1,4,20,Apartment,Semi-Furnished,Ready to Move,Whitefield,6.9,22.3,3,1,8990000,0,1,0,9
802.0,2,2,1,1,18,4,5,Independent House,Semi-Furnished,Ready to Move,Hebbal,6.8,14.8,0,3,6680000,1,1,0,3
821.0,2,3,0,1,2,5,5,Villa,Semi-Furnished,Ready to Move,HSR Layout,6.4,15.4,2,0,12900000,2,1,0,2
1085.0,2,3,2,1,4,12,20,Independent House,Semi-Furnished,Ready to Move,Koramangala,6.2,3.9,0,3,17850000,1,1,0,6
978.0,2,3,2,1,18,1,5,Apartment,Unfurnished,Ready to Move,Indiranagar,9.8,8.9,1,2,11290000,0,2,0,4
819.0,2,2,3,1,6,5,5,Villa,Unfurnished,Ready to Move,Marathahalli,5.6,11.5,3,1,6350000,2,2,0,7
883.0,2,3,2,1,21,9,10,Apartment,Semi-Furnished,Under Construction,Electronic City,1.9,20.9,6,2,3860000,0,1,1,1
2712.875,4,5,1,1,20,2,3,Apartment,Unfurnished,Under Construction,Whitefield,4.1,22.0,5,2,16030000,0,2,1,9
961.0,3,3,3,1,4,4,10,Villa,Unfurnished,Ready to Move,Marathahalli,4.1,12.0,1,2,8600000,2,2,0,7
2712.875,4,5,3,1,6,8,10,Independent House,Unfurnished,Ready to Move,Yelahanka,4.6,15.5,2,1,18160000,1,2,0,10
859.0,2,3,1,1,2,9,10,Apartment,Unfurnished,Under Construction,Electronic City,3.1,24.5,0,1,4510000,0,2,1,1
620.0,3,3,2,1,24,1,7,Apartment,Semi-Furnished,Ready to Move,HSR Layout,7.8,10.0,2,0,5760000,0,1,0,2
945.0,2,2,2,1,2,8,20,Villa,Semi-Furnished,Ready to Move,Indiranagar,7.5,2.2,3,3,21350000,2,1,0,4
809.0,2,2,1,1,12,5,7,Apartment,Unfurnished,Ready to Move,Whitefield,2.8,18.2,2,2,4830000,0,2,0,9
1270.0,2,2,3,1,3,10,10,Independent House,Unfurnished,Under Construction,Hebbal,7.7,11.2,5,1,10660000,1,2,1,3
1765.0,4,4,0,1,3,14,20,Independent House,Unfurnished,Ready to Move,Hebbal,3.0,13.8,2,4,17350000,1,2,0,3
2185.0,4,5,2,1,0,4,7,Apartment,Semi-Furnished,Ready to Move,Marathahalli,2.9,13.0,3,2,16740000,0,1,0,7
605.0,1,1,1,1,6,3,5,Independent House,Furnished,Ready to Move,Electronic City,4.5,14.7,2,0,3980000,1,0,0,1
824.0,2,2,1,1,2,3,3,Independent House,Unfurnished,Under Construction,Hebbal,4.2,14.4,3,1,6220000,1,2,1,3
801.0,2,3,2,1,1,5,25,Independent House,Semi-Furnished,Under Construction,Jayanagar,5.8,7.9,5,3,8300000,1,1,1,5
1046.0,2,2,1,1,2,14,15,Villa,Unfurnished,Ready to Move,Hebbal,4.7,8.8,5,5,10010000,2,2,0,3
752.0,2,2,1,1,2,5,20,Independent House,Unfurnished,Under Construction,Marathahalli,0.8,10.6,5,1,4420000,1,2,1,7
673.0,2,2,3,1,5,6,10,Apartment,Semi-Furnished,Ready to Move,Hebbal,6.7,16.1,1,1,6100000,0,1,0,3
1883.0,3,4,2,1,3,4,7,Apartment,Semi-Furnished,Ready to Move,Marathahalli,4.3,13.3,4,4,13800000,0,1,0,7
1060.0,2,2,2,1,0,2,5,Independent House,Unfurnished,Ready to Move,Electronic City,2.1,24.3,4,4,5300000,1,2,0,1
899.0,2,2,1,1,6,8,20,Apartment,Unfurnished,Ready to Move,Banashankari,2.1,5.9,1,4,6990000,0,2,0,0
549.0,1,1,1,1,12,1,10,Apartment,Unfurnished,Under Construction,Jayanagar,4.6,8.0,1,0,3780000,0,2,1,5
1046.0,2,3,2,1,6,3,7,Independent House,Furnished,Ready to Move,Marathahalli,1.6,11.2,3,1,7870000,1,0,0,7
2712.875,4,5,2,1,24,7,10,Independent House,Semi-Furnished,Ready to Move,HSR Layout,6.7,11.3,2,4,40940000,1,1,0,2
806.0,2,2,1,1,0,3,5,Apartment,Unfurnished,Ready to Move,Marathahalli,4.4,15.1,4,1,5690000,0,2,0,7
2146.0,4,4,2,1,13,1,7,Independent House,Furnished,Under Construction,Marathahalli,4.9,7.8,2,3,17030000,1,0,1,7
1797.0,4,4,0,1,5,10,10,Villa,Unfurnished,Ready to Move,Koramangala,9.1,4.4,2,1,33930000,2,2,0,6
2694.0,4,5,0,1,5,2,5,Apartment,Unfurnished,Under Construction,Whitefield,5.3,17.8,2,3,18180000,0,2,1,9
1444.0,3,4,1,1,5,4,5,Independent House,Unfurnished,Ready to Move,Marathahalli,6.3,17.3,6,3,11190000,1,2,0,7
1398.0,3,3,1,1,3,4,10,Apartment,Unfurnished,Ready to Move,Sarjapur Road,5.5,18.7,2,2,8490000,0,2,0,8
2294.0,4,5,0,1,3,7,10,Apartment,Unfurnished,Under Construction,Jayanagar,8.1,5.3,3,0,22620000,0,2,1,5
603.0,1,1,2,1,7,5,5,Apartment,Furnished,Under Construction,HSR Layout,6.7,14.6,1,5,6160000,0,0,1,2
977.0,3,3,1,1,0,3,3,Apartment,Furnished,Ready to Move,Marathahalli,5.1,8.3,3,5,8940000,0,0,0,7
2039.0,4,5,2,1,7,5,25,Apartment,Semi-Furnished,Ready to Move,Whitefield,3.7,25.8,3,0,18430000,0,1,0,9
1296.0,3,3,2,1,10,3,3,Independent House,Semi-Furnished,Under Construction,Indiranagar,8.3,10.6,4,1,19700000,1,1,1,4
2712.875,4,6,2,1,3,3,3,Independent House,Semi-Furnished,Ready to Move,Koramangala,10.0,2.8,2,5,70440000,1,1,0,6
1161.0,3,3,1,1,1,2,7,Apartment,Semi-Furnished,Ready to Move,Koramangala,7.2,6.7,2,2,20710000,0,1,0,6
1916.0,4,5,1,1,1,5,5,Independent House,Furnished,Ready to Move,HSR Layout,5.4,11.5,7,2,31010000,1,0,0,2
1249.0,3,4,2,1,0,1,10,Apartment,Semi-Furnished,Ready to Move,Electronic City,2.8,14.5,2,2,6490000,0,1,0,1
1244.0,3,3,1,1,0,14,20,Apartment,Unfurnished,Ready to Move,Whitefield,3.5,19.7,2,0,8560000,0,2,0,9
1449.0,3,4,2,1,1,6,10,Independent House,Unfurnished,Ready to Move,Electronic City,2.6,18.2,2,3,7400000,1,2,0,1
2560.0,4,4,1,1,0,6,15,Apartment,Furnished,Ready to Move,Jayanagar,7.0,1.9,2,2,39900000,0,0,0,5
2182.0,4,4,1,1,2,11,20,Apartment,Unfurnished,Under Construction,Indiranagar,9.1,4.1,5,2,29780000,0,2,1,4
1678.0,4,5,2,1,2,1,5,Villa,Furnished,Ready to Move,Electronic City,4.7,21.2,4,4,15550000,2,0,0,1
2170.0,3,3,3,1,24,6,10,Apartment,Semi-Furnished,Under Construction,Hebbal,8.3,15.6,0,2,11960000,0,1,1,3
964.0,2,2,0,1,24,1,10,Independent House,Semi-Furnished,Under Construction,Koramangala,7.4,1.7,4,0,9770000,1,1,1,6
486.0,1,2,0,1,1,4,7,Apartment,Unfurnished,Under Construction,Jayanagar,6.6,4.8,1,1,4490000,0,2,1,5
2564.0,4,5,2,1,1,7,15,Apartment,Semi-Furnished,Ready to Move,Whitefield,1.6,24.1,3,1,22050000,0,1,0,9
1268.0,3,3,0,1,5,12,15,Apartment,Semi-Furnished,Ready to Move,Whitefield,2.4,19.4,7,1,9390000,0,1,0,9
1265.0,2,3,0,1,1,3,7,Apartment,Semi-Furnished,Ready to Move,Marathahalli,3.8,12.5,2,1,8850000,0,1,0,7
784.0,2,2,1,1,5,2,3,Apartment,Semi-Furnished,Ready to Move,Jayanagar,7.4,8.6,3,0,9570000,0,1,0,5
2572.0,4,5,1,1,4,3,3,Apartment,Semi-Furnished,Under Construction,Yelahanka,3.7,17.6,2,1,13960000,0,1,1,10
2080.0,4,4,2,1,3,3,7,Independent House,Semi-Furnished,Ready to Move,Jayanagar,7.6,6.3,0,2,30700000,1,1,0,5
2516.0,4,5,1,1,13,1,3,Independent House,Furnished,Under Construction,Banashankari,6.6,10.8,4,1,27590000,1,0,1,0
1932.0,3,3,1,1,14,8,15,Apartment,Furnished,Ready to Move,Whitefield,6.9,16.3,4,2,17160000,0,0,0,9
734.0,2,3,2,1,24,6,7,Apartment,Furnished,Ready to Move,Whitefield,4.0,18.3,2,0,4760000,0,0,0,9
1192.0,2,3,3,1,2,2,10,Apartment,Semi-Furnished,Ready to Move,Whitefield,3.1,26.0,0,4,8550000,0,1,0,9
395.0,1,1,1,1,17,3,7,Independent House,Unfurnished,Ready to Move,Koramangala,9.0,1.0,3,2,5030000,1,2,0,6
1581.0,4,4,0,1,6,12,15,Independent House,Unfurnished,Ready to Move,Jayanagar,8.1,4.0,4,2,19180000,1,2,0,5
461.0,1,2,3,1,7,14,20,Apartment,Semi-Furnished,Ready to Move,Marathahalli,4.2,10.4,1,4,2720000,0,1,0,7
1541.0,3,4,0,1,18,6,15,Villa,Semi-Furnished,Under Construction,Whitefield,4.1,20.2,5,1,10830000,2,1,1,9
1409.0,3,3,2,1,22,7,10,Apartment,Semi-Furnished,Under Construction,Yelahanka,2.2,17.8,3,1,5740000,0,1,1,10
1353.0,3,3,0,1,10,3,3,Apartment,Semi-Furnished,Ready to Move,Hebbal,4.9,15.3,2,3,11490000,0,1,0,3
2058.0,4,5,2,1,3,6,7,Apartment,Furnished,Ready to Move,HSR Layout,7.4,8.8,0,5,29240000,0,0,0,2
615.0,1,1,3,1,5,6,7,Apartment,Unfurnished,Ready to Move,Whitefield,3.3,17.2,3,3,4220000,0,2,0,9
1587.0,3,3,1,1,7,7,25,Apartment,Furnished,Ready to Move,Koramangala,6.8,1.0,3,4,28140000,0,0,0,6
670.0,1,2,1,1,14,8,10,Apartment,Semi-Furnished,Ready to Move,Koramangala,8.9,4.1,3,1,7040000,0,1,0,6
750.0,1,1,1,1,8,4,10,Villa,Unfurnished,Ready to Move,Koramangala,6.7,10.4,4,2,10660000,2,2,0,6
945.0,2,2,1,1,3,5,15,Apartment,Furnished,Ready to Move,Jayanagar,6.9,4.2,3,2,11120000,0,0,0,5
492.0,1,1,1,1,4,6,10,Apartment,Furnished,Ready to Move,HSR Layout,6.5,9.8,5,0,5570000,0,0,0,2
1571.0,3,4,2,1,0,1,10,Apartment,Furnished,Under Construction,Electronic City,3.3,22.4,2,3,7970000,0,0,1,1
1079.0,3,3,1,1,20,4,5,Apartment,Furnished,Ready to Move,Banashankari,3.7,6.7,3,1,9570000,0,0,0,0
475.0,1,2,1,1,0,1,3,Apartment,Furnished,Ready to Move,Sarjapur Road,6.3,22.3,2,2,2790000,0,0,0,8
659.0,1,2,1,1,6,3,15,Apartment,Semi-Furnished,Under Construction,Yelahanka,3.6,19.6,2,3,2510000,0,1,1,10
1365.0,3,3,1,1,16,2,15,Apartment,Semi-Furnished,Under Construction,Koramangala,7.2,6.5,0,2,14220000,0,1,1,6
1516.0,4,5,0,1,4,3,7,Apartment,Unfurnished,Under Construction,Electronic City,3.8,24.9,4,0,7860000,0,2,1,1
666.0,2,2,2,1,12,7,10,Apartment,Unfurnished,Ready to Move,Jayanagar,9.4,3.9,3,2,6500000,0,2,0,5
1413.0,3,4,2,1,13,3,7,Apartment,Semi-Furnished,Under Construction,Whitefield,4.5,16.6,1,4,8550000,0,1,1,9
1719.0,3,3,1,1,0,4,10,Villa,Semi-Furnished,Under Construction,Whitefield,6.6,18.0,1,2,14110000,2,1,1,9
1715.0,3,4,1,1,4,4,5,Independent House,Semi-Furnished,Under Construction,Marathahalli,2.3,14.8,5,1,12510000,1,1,1,7
971.0,2,2,2,1,9,10,15,Apartment,Semi-Furnished,Ready to Move,Marathahalli,2.7,13.0,3,1,5350000,0,1,0,7
1962.0,3,3,1,1,4,9,10,Apartment,Furnished,Ready to Move,Electronic City,0.1,23.7,3,1,12420000,0,0,0,1
1370.0,3,4,0,1,6,7,10,Apartment,Semi-Furnished,Under Construction,Indiranagar,10.0,5.3,3,3,21270000,0,1,1,4
1361.0,3,3,2,1,7,1,3,Apartment,Furnished,Ready to Move,Electronic City,0.8,18.0,1,1,9280000,0,0,0,1
681.0,3,4,1,1,1,1,10,Apartment,Furnished,Ready to Move,Whitefield,4.6,23.7,2,1,5180000,0,0,0,9
2549.0,4,5,1,1,4,3,5,Apartment,Semi-Furnished,Ready to Move,Electronic City,5.9,20.5,1,2,19010000,0,1,0,1
1111.0,2,2,3,1,0,2,7,Apartment,Unfurnished,Ready to Move,Koramangala,9.5,6.4,4,2,14400000,0,2,0,6
2712.875,4,6,1,1,1,3,7,Independent House,Unfurnished,Ready to Move,Whitefield,4.9,17.5,1,2,35440000,1,2,0,9
1167.0,3,3,3,1,5,2,7,Apartment,Semi-Furnished,Ready to Move,Banashankari,6.6,5.4,2,1,9650000,0,1,0,0
1529.0,3,4,1,1,6,5,5,Apartment,Semi-Furnished,Under Construction,Marathahalli,3.0,11.2,1,0,9260000,0,1,1,7
665.0,1,1,2,1,1,6,20,Apartment,Semi-Furnished,Ready to Move,Sarjapur Road,4.4,13.7,2,2,4010000,0,1,0,8
952.0,2,2,1,1,11,6,7,Independent House,Furnished,Ready to Move,Electronic City,3.2,17.8,2,1,7340000,1,0,0,1
760.0,3,4,0,1,3,1,10,Independent House,Semi-Furnished,Under Construction,Electronic City,3.1,23.1,4,3,5320000,1,1,1,1
1469.0,3,3,2,1,20,5,10,Apartment,Semi-Furnished,Ready to Move,HSR Layout,6.6,7.2,3,2,14440000,0,1,0,2
633.0,1,1,2,1,3,4,10,Independent House,Furnished,Ready to Move,Whitefield,6.1,21.0,4,2,5640000,1,0,0,9
1134.0,3,4,1,1,1,4,10,Apartment,Semi-Furnished,Ready to Move,Koramangala,10.0,4.3,3,1,17650000,0,1,0,6
522.0,1,1,2,1,11,14,15,Independent House,Unfurnished,Ready to Move,Hebbal,4.6,14.6,4,1,5000000,1,2,0,3
2152.0,4,5,1,1,6,14,15,Independent House,Unfurnished,Under Construction,Marathahalli,2.4,10.9,4,1,15690000,1,2,1,7
971.0,4,5,2,1,3,4,7,Apartment,Unfurnished,Under Construction,Jayanagar,5.4,9.2,3,1,10250000,0,2,1,5
662.0,1,2,2,1,3,7,10,Villa,Furnished,Ready to Move,Indiranagar,10.0,2.3,3,2,15050000,2,0,0,4
1998.0,4,4,0,1,1,5,5,Apartment,Semi-Furnished,Ready to Move,Yelahanka,5.2,7.8,7,1,12110000,0,1,0,10
2639.0,4,4,1,1,3,3,3,Apartment,Semi-Furnished,Ready to Move,Whitefield,2.7,20.6,4,1,20340000,0,1,0,9
1112.0,2,3,1,1,0,1,10,Apartment,Semi-Furnished,Ready to Move,HSR Layout,8.8,7.4,5,0,12880000,0,1,0,2
1300.0,3,3,3,1,5,14,20,Villa,Semi-Furnished,Ready to Move,Electronic City,2.3,26.5,1,1,9320000,2,1,0,1
934.0,2,2,1,1,18,9,10,Apartment,Semi-Furnished,Under Construction,Hebbal,6.0,12.9,3,3,5480000,0,1,1,3
1558.0,3,4,2,1,12,8,10,Apartment,Furnished,Ready to Move,Banashankari,3.6,7.7,2,1,12420000,0,0,0,0
1133.0,2,2,0,1,0,2,5,Villa,Semi-Furnished,Ready to Move,HSR Layout,9.6,10.6,3,2,18950000,2,1,0,2
1011.0,2,2,2,1,17,2,10,Apartment,Furnished,Ready to Move,Yelahanka,2.1,14.5,4,0,4540000,0,0,0,10
1160.0,2,3,2,1,4,3,7,Apartment,Furnished,Ready to Move,Hebbal,3.4,17.1,2,1,12890000,0,0,0,3
893.0,2,3,2,1,1,6,15,Apartment,Unfurnished,Ready to Move,HSR Layout,5.6,8.4,2,2,9470000,0,2,0,2
1601.0,4,5,3,1,11,4,5,Apartment,Semi-Furnished,Ready to Move,Electronic City,7.3,23.4,4,2,10150000,0,1,0,1
937.0,2,2,0,1,3,3,10,Apartment,Furnished,Under Construction,Electronic City,3.7,19.5,4,0,4700000,0,0,1,1
988.0,2,2,1,1,2,14,20,Apartment,Furnished,Ready to Move,Banashankari,3.1,8.0,2,3,8920000,0,0,0,0
1519.0,4,5,3,1,1,14,20,Independent House,Unfurnished,Ready to Move,Koramangala,6.8,1.0,4,3,25440000,1,2,0,6
1025.0,3,3,1,1,5,3,20,Villa,Unfurnished,Ready to Move,Hebbal,2.4,12.7,0,2,10770000,2,2,0,3
1525.0,3,4,2,1,0,3,7,Apartment,Semi-Furnished,Under Construction,Electronic City,4.1,22.2,3,1,8940000,0,1,1,1
2572.0,4,5,2,1,12,3,20,Apartment,Unfurnished,Ready to Move,Sarjapur Road,1.8,19.6,0,2,14620000,0,2,0,8
1933.0,4,5,2,1,5,14,15,Apartment,Unfurnished,Under Construction,Indiranagar,10.0,6.4,1,2,28130000,0,2,1,4
881.0,2,2,1,1,4,14,20,Villa,Unfurnished,Ready to Move,Marathahalli,5.2,14.1,2,3,7890000,2,2,0,7
1825.0,3,3,1,1,0,12,20,Apartment,Unfurnished,Under Construction,Hebbal,4.8,18.1,7,2,13460000,0,2,1,3
2712.875,4,5,2,1,13,10,20,Apartment,Semi-Furnished,Ready to Move,Hebbal,6.9,11.9,3,1,31980000,0,1,0,3
714.0,2,3,1,1,5,4,5,Independent House,Furnished,Ready to Move,Hebbal,6.4,12.1,4,3,7190000,1,0,0,3
848.0,2,2,2,1,4,2,5,Apartment,Unfurnished,Under Construction,Whitefield,4.6,19.7,1,5,4960000,0,2,1,9
1111.0,2,3,1,1,11,8,10,Apartment,Semi-Furnished,Ready to Move,Sarjapur Road,2.5,18.6,3,1,6680000,0,1,0,8
1064.0,2,2,1,1,0,4,10,Independent House,Semi-Furnished,Ready to Move,Koramangala,8.6,3.1,4,2,17520000,1,1,0,6
1388.0,3,3,1,1,3,3,7,Villa,Furnished,Ready to Move,Electronic City,3.9,20.9,3,1,11200000,2,0,0,1
1081.0,3,4,3,1,6,3,10,Apartment,Semi-Furnished,Under Construction,Jayanagar,7.4,8.3,1,0,10640000,0,1,1,5
